PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Roccaforte, K; Russo, SE; Pilson, D				Roccaforte, Kathy; Russo, Sabrina E.; Pilson, Diana			Hybridization and reproductive isolation between diploid Erythronium mesochoreum and its tetraploid congener E-albidum (Liliaceae)	EVOLUTION			English	Article						Flow cytometry; geographic isolation; pollinator-mediated isolation; polyploidy; reproductive barriers; speciation	CHAMERION-ANGUSTIFOLIUM; SELF-FERTILIZATION; POLYPLOIDY; EVOLUTION; DIVERSITY; POPULATIONS; ADAPTATION; MECHANISMS; PROPULLANS; SPECIATION	Polyploidy has played an important role in angiosperm diversification, but how polyploidy contributes to reproductive isolation remains poorly understood. Most work has focused on postzygotic reproductive barriers, and the influence of ploidy differences on prezygotic barriers is understudied. To address these gaps, we quantified hybrid occurrence, interspecific self-compatibility differences, and the contributions of multiple pre- and postzygotic barriers to reproductive isolation between diploid Erythronium mesochoreum (Liliaceae) and its tetraploid congener Erythronium albidum. Reproductive isolation between the study species was nearly complete, and naturally occurring hybrids were infrequent and largely sterile. Although postzygotic barriers effected substantial reproductive isolation when considered in isolation, the study species' spatial distributions and pollinator assemblages overlapped little, such that interspecific pollen transfer is likely uncommon. We did not find evidence that E. albidum and E. mesochoreum differed in mating systems, indicating that self-incompatibility release may not have fostered speciation in this system. Ultimately, we demonstrate that E. albidum and E. mesochoreum are reproductively isolated by multiple, hierarchically-operating barriers, and we add to the currently limited number of studies demonstrating that early acting barriers such as pollinator-mediated isolation can be important for effecting and sustaining reproductive isolation in diploid-polyploid systems.	[Roccaforte, Kathy; Russo, Sabrina E.; Pilson, Diana] Univ Nebraska, Sch Biol Sci, Lincoln, NE 68588 USA		Roccaforte, K (corresponding author), Univ Kansas, Dept Ecol & Evolutionary Biol, Lawrence, KS 66045 USA.	rocca@ku.edu; srusso2@unl.edu; dpilson1@unl.edu			University of Nebraska's Center for Grassland Studies; University of Nebraska's Center for Great Plains Studies; University of Nebraska's School of Biological Sciences	We thank Dr. Robert Kaul for sharing his Erythronium expertise and his thoughts on the potential for hybridization between these species, and we thank Rob Laport for comments on an earlier draft of this manuscript. Dr. Charles Kuszynski, Danielle Shea, and Zhi Hong Gill (Nebraska Center for Virology) and Dr. Eric Baack (Luther College) provided flow cytometry assistance. We thank the USDA-ARS Systematic Entomology Laboratory-Sam Droege (Hymenoptera identifications), Neal Evenhuis (Diptera identifications), Norman E. Woodley (Diptera identifications). This research was funded by the University of Nebraska's Center for Grassland Studies, School of Biological Sciences, and Center for Great Plains Studies.		79	20	21	2	54	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0014-3820	1558-5646		EVOLUTION	Evolution	JUN	2015	69	6					1375	1389		10.1111/evo.12666			15	Ecology; Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Evolutionary Biology; Genetics & Heredity	CL1AU	WOS:000356675400002	25903102				2022-03-24	
J	Klopfstein, S; Quicke, DLJ; Kropf, C				Klopfstein, Seraina; Quicke, Donald L. J.; Kropf, Christian			The evolution of antennal courtship in diplazontine parasitoid wasps (Hymenoptera, Ichneumonidae, Diplazontinae)	BMC EVOLUTIONARY BIOLOGY			English	Article							SEXUAL SELECTION; MATING-BEHAVIOR; BIRD SONG; IRREVERSIBLE EVOLUTION; BRETHES HYMENOPTERA; RAPID EVOLUTION; DOLLOS LAW; MALE BEES; SPECIATION; GLANDS	Background: As predicted by theory, traits associated with reproduction often evolve at a comparatively high speed. This is especially the case for courtship behaviour which plays a central role in reproductive isolation. On the other hand, courtship behavioural traits often involve morphological and behavioural adaptations in both sexes; this suggests that their evolution might be under severe constraints, for instance irreversibility of character loss. Here, we use a recently proposed method to retrieve data on a peculiar courtship behavioural trait, i.e. antennal coiling, for 56 species of diplazontine parasitoid wasps. On the basis of a well-resolved phylogeny, we reconstruct the evolutionary history of antennal coiling and associated morphological modifications to study the mode of evolution of this complex character system. Results: Our study reveals a large variation in shape, location and ultra-structure of male-specific modifications on the antennae. As for antennal coiling, we find either single-coiling, double-coiling or the absence of coiling; each state is present in multiple genera. Using a model comparison approach, we show that the possession of antennal modifications is highly correlated with antennal coiling behaviour. Ancestral state reconstruction shows that both antennal modifications and antennal coiling are highly congruent with the molecular phylogeny, implying low levels of homoplasy and a comparatively low speed of evolution. Antennal coiling is lost on two independent occasions, and never reacquired. A zero rate of regaining antennal coiling is supported by maximum parsimony, maximum likelihood and Bayesian approaches. Conclusions: Our study provides the first comparative evidence for a tight correlation between male-specific antennal modifications and the use of the antennae during courtship. Antennal coiling in Diplazontinae evolved at a comparatively low rate, and was never reacquired in any of the studied taxa. This suggests that the loss of antennal coiling is irreversible on the timescale examined here, and therefore that evolutionary constraints have greatly influenced the evolution of antennal courtship in this group of parasitoid wasps. Further studies are needed to ascertain whether the loss of antennal coiling is irreversible on larger timescales, and whether evolutionary constraints have influenced courtship behavioural traits in a similar way in other groups.	[Klopfstein, Seraina; Kropf, Christian] Nat Hist Museum Invertebrates, CH-3005 Bern, Switzerland; [Klopfstein, Seraina] Univ Bern, Div Community Ecol, Inst Ecol & Evolut, CH-3012 Bern, Switzerland; [Quicke, Donald L. J.] Univ London Imperial Coll Sci Technol & Med, Div Biol, Ascot SL5 7PY, Berks, England; [Quicke, Donald L. J.] Nat Hist Museum, Dept Entomol, London SW7 5BD, England		Klopfstein, S (corresponding author), Nat Hist Museum Invertebrates, Bernastr 15, CH-3005 Bern, Switzerland.	klopfstein@nmbe.ch	Quicke, Donald LJ/I-5948-2012	Quicke, Donald/0000-0003-4471-6775	National Science FoundationNational Science Foundation (NSF) [BSI-07-17458]; Rejio Jussila (Turku); Swedish Malaise Trap Project; Roche Research Foundation; Natural Environment Research CouncilUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [NE/C519583]; Natural Environment Research CouncilUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [NE/C519538/1] Funding Source: researchfish	We would like to thank Werner Graber for providing the SEM micrographs and Salome Steiner for the providing details about courtship behaviour of Syrphotonus tarsatorius. We acknowledge Stefan Bachofner for technical support, and Mark Shaw (Edinburgh), Scott Shaw (National Science Foundation grant BSI-07-17458), Rejio Jussila (Turku), and the Swedish Malaise Trap Project for providing specimens for this study. A previous version of the manuscript was considerably improved by the comments of two anonymous reviewers. This study was partly supported by a grant from the Roche Research Foundation to SK and by NE/C519583 grant from the Natural Environment Research Council to DLQ (and Prof. Andy Purvis).		64	16	17	0	4	BIOMED CENTRAL LTD	LONDON	236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND	1471-2148			BMC EVOL BIOL	BMC Evol. Biol.	JUL 20	2010	10								218	10.1186/1471-2148-10-218			12	Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology; Genetics & Heredity	661RU	WOS:000282746200001	20646272	gold, Green Published			2022-03-24	
J	Velthuis, BJ; Yang, WC; van Opijnen, T; Werren, JH				Velthuis, BJ; Yang, WC; van Opijnen, T; Werren, JH			Genetics of female mate discrimination of heterospecific males in Nasonia (Hymenoptera, Pteromalidae)	ANIMAL BEHAVIOUR			English	Article							EUROPEAN CORN-BORER; NUBILALIS HUBNER LEPIDOPTERA; SYMPATRIC SPECIATION; SEXUAL SELECTION; MATING-BEHAVIOR; REPRODUCTIVE ISOLATION; QUANTITATIVE TRAITS; DROSOPHILA-SIMULANS; COURTSHIP BEHAVIOR; SIZE DIFFERENCES	Despite its importance to mating system evolution, sexual selection and reproductive isolation, little is known about the genetic basis of female mate choice. We studied the behavioural and genetic basis of interspecific mate discrimination in Nasonia wasps, using two strains of N. longicornis (LCa and LId) that differ in female acceptance of males from the sibling species N. vitripennis. Both strains showed low acceptance (<= 2%) of N. vitripennis males in the first courtship, but acceptance by LId females subsequently increased (11% by the second and 15% by the third courtship), whereas acceptance by LCa females remained low (:! 2%). After 2 h of exposure to a N. vitripennis male, 59% of LId females mated compared with only 8% of LCa females. Interstrain cross F1 females showed significantly higher acceptance of N. vitripennis males than either parental strain in the first courtship (15-29%) and after 2 h (79-82%). A genetic analysis of acceptance at 2 h revealed three major quantitative trait loci (QTL). For each major QTL, the allele that increased female mate acceptance was dominant. The QTL with the largest effect accounted for half the strain difference, and was confirmed by additional crosses. This QTL was involved in the females' continued reluctance to mate with N. vitripennis males during multiple courtships. Results are discussed in terms of the behavioural and genetic architecture of female mate discrimination and possible implications to the evolution of courtship, mating systems and reproductive isolation. (c) 2005 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.	Univ Rochester, Dept Biol, Rochester, NY 14627 USA		Velthuis, BJ (corresponding author), Univ Rochester, Dept Biol, Hutchison Hall 226, Rochester, NY 14627 USA.	velth@mail.rochester.edu	Yang, Wencai/G-6517-2011	Yang, Wencai/0000-0001-5369-2555; Werren, John/0000-0001-9353-2070; van Opijnen, Tim/0000-0001-6895-6795				96	29	30	1	13	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	MAY	2005	69		5				1107	1120		10.1016/j.anbehav.2004.06.032			14	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	928NP	WOS:000229278800013					2022-03-24	
J	Buellesbach, J; Vetter, SG; Schmitt, T				Buellesbach, Jan; Vetter, Sebastian G.; Schmitt, Thomas			Differences in the reliance on cuticular hydrocarbons as sexual signaling and species discrimination cues in parasitoid wasps	FRONTIERS IN ZOOLOGY			English	Article						Chemical communication; Assortative mating; Mate recognition; Prezygotic reproductive isolation; Speciation; Nasonia; Trichomalopsis; Muscidifurax; Pteromalidae; Hymenoptera	FILTH FLIES DIPTERA; DROSOPHILA-MELANOGASTER; MATE CHOICE; NASONIA-VITRIPENNIS; COURTSHIP BEHAVIOR; HYMENOPTERA-PTEROMALIDAE; MUSCIDIFURAX-UNIRAPTOR; CHEMICAL COMMUNICATION; REPRODUCTIVE ISOLATION; PREMATING ISOLATION	Background: Cuticular hydrocarbons (CHC) have been documented to play crucial roles as species-and sex-specific cues in the chemical communication systems of a wide variety of insects. However, whether they are sufficient by themselves as the sole cue triggering sexual behavior as well as preference of con-over heterospecific mating partners is rarely assessed. We conducted behavioral assays in three representative species of parasitoid wasps (Hymenoptera: Pteromalidae) to determine their reliance on CHC as species-specific sexual signaling cues. Results: We found a surprising degree of either unspecific or insufficient sexual signaling when CHC are singled out as recognition cues. Most strikingly, the cosmopolitan species Nasonia vitripennis, expected to experience enhanced selection pressure to discriminate against other co-occurring parasitoids, did not discriminate against CHC of a partially sympatric species from another genus, Trichomalopsis sarcophagae. Focusing on the latter species, in turn, it became apparent that CHC are even insufficient as the sole cue triggering conspecific sexual behavior, hinting at the requirement of additional, synergistic sexual cues particularly important in this species. Finally, in the phylogenetically and chemically most divergent species Muscidifurax uniraptor, we intriguingly found both CHC-based sexual signaling as well as species discrimination behavior intact although this species is naturally parthenogenetic with sexual reproduction only occurring under laboratory conditions. Conclusions: Our findings implicate a discrepancy in the reliance on and specificity of CHC as sexual cues in our tested parasitioid wasps. CHC profiles were not sufficient for unambiguous discrimination and preference behavior, as demonstrated by clear cross-attraction between some of our tested wasp genera. Moreover, we could show that only in T. sarcophagae, additional behavioral cues need to be present for triggering natural mating behavior, hinting at an interesting shift in signaling hierarchy in this particular species. This demonstrates the importance of integrating multiple, potentially complementary signaling modalities in future studies for a better understanding of their individual contributions to natural sexual communication behavior.	[Buellesbach, Jan] Univ Calif Berkeley, Dept Sci Policy & Management, 130 Mulford Hall, Berkeley, CA 94720 USA; [Vetter, Sebastian G.] Univ Vet Med Vienna, Res Inst Wildlife Ecol, Dept Integrat Biol & Evolut, Savoyenstr 1, A-1160 Vienna, Austria; [Schmitt, Thomas] Univ Wurzburg, Dept Anim Ecol & Trop Biol, D-97074 Wurzburg, Germany; [Buellesbach, Jan; Vetter, Sebastian G.; Schmitt, Thomas] Univ Freiburg, Fac Biol, Dept Evolutionary Biol & Anim Ecol, Hauptstr 1, D-79104 Freiburg, Germany; [Buellesbach, Jan; Schmitt, Thomas] Albert Ludwigs Univ Freiburg, Spemann Grad Sch Biol & Med SGBM, Albertstr 19 A, D-79104 Freiburg, Germany		Buellesbach, J (corresponding author), Univ Calif Berkeley, Dept Sci Policy & Management, 130 Mulford Hall, Berkeley, CA 94720 USA.; Buellesbach, J (corresponding author), Univ Freiburg, Fac Biol, Dept Evolutionary Biol & Anim Ecol, Hauptstr 1, D-79104 Freiburg, Germany.; Buellesbach, J (corresponding author), Albert Ludwigs Univ Freiburg, Spemann Grad Sch Biol & Med SGBM, Albertstr 19 A, D-79104 Freiburg, Germany.	jan.b@berkeley.edu	Buellesbach, Jan/AAR-5635-2020	Buellesbach, Jan/0000-0001-8493-692X; Vetter, Sebastian G./0000-0001-5374-5872	Excellence Initiative of the German Federal and State Governments (Spemann Graduate School) [GSC-4]	This study was supported in part by the Excellence Initiative of the German Federal and State Governments (GSC-4, Spemann Graduate School).		87	20	20	3	26	BIOMED CENTRAL LTD	LONDON	236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND	1742-9994			FRONT ZOOL	Front. Zool.	MAY 10	2018	15								22	10.1186/s12983-018-0263-z			11	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	GF3TB	WOS:000431877600001	29760760	Green Published, gold			2022-03-24	
J	Trienens, M; Giesbers, MCWG; Pannebakker, BA; van de Zande, L; Beukeboom, LW				Trienens, Monika; Giesbers, Maartje C. W. G.; Pannebakker, Bart A.; van de Zande, Louis; Beukeboom, Leo W.			A re-assessment of within-host mating behavior in the Nasonia species complex	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA			English	Article						hybrid; Hymenoptera; interspecific crosses; mating system; multiparasitization; Nasonia; parasitoid; prezygotic barrier; Pteromalidae; reproductive isolation; superparasitization; Nasonia giraulti	LOCAL MATE COMPETITION; SEX-RATIO; HYMENOPTERA; COURTSHIP; STRATEGIES; POPULATIONS; SELECTION; EVOLUTION; SYSTEMS; LOCUS	Insects have a wide variety of mating systems. For parasitic wasps, mating sites are often confined to where their hosts occur and this mutual interaction therefore greatly affects the evolution of alternative mating strategies. Parasitoids of the genus Nasonia (Hymenoptera: Pteromalidae) - comprising the species Nasonia vitripennis (Walker), Nasonia longicornis Darling, Nasonia giraulti Darling, and Nasonia oneida Raychouhury & Desjardins - parasitize blowfly pupae and typically mate immediately after emergence of the females from the host puparium. However, in one Nasonia species, N. giraulti, mating predominantly occurs within the host. Here, we re-assess within-host mating (WHM) rates within the Nasonia genus, using laboratory lines and field-collected hosts, including N. oneida for which no data were available yet. We confirm that WHM rates are low in N. vitripennis and N. longicornis, but high in N. giraulti. WHM is rare in N. oneida, despite its sympatry and close phylogenetic relationship with N. giraulti. Multiparasitization experiments with N. vitripennis and N. giraulti resulted in lower WHM proportions of N. giraulti. To evaluate whether this was due to an exit hole in the host pupa created by N. vitripennis males - where an exit hole may result in emergence of N. giraulti females and possibly males prior to mating - we artificially created exit holes in the host parasitized by N. giraulti only. This also yielded a lower WHM proportion. Progeny analysis of interspecific crosses of N. longicornis and N. oneida with N. giraulti, generating hybrid female but non-hybrid male offspring, revealed that WHM is largely determined by the maternal species and, hence, by the species to which the male offspring belong. We conclude that WHM is predominantly a male-mediated trait in N. giraulti, resulting from males refraining from making exit holes and mating with females inside the host. We discuss how these findings can be used to evaluate whether WHM contributes to preventing species hybridization.	[Trienens, Monika; Giesbers, Maartje C. W. G.; van de Zande, Louis; Beukeboom, Leo W.] Univ Groningen, Groningen Inst Evolutionary Life Sci, Groningen, Netherlands; [Pannebakker, Bart A.] Wageningen Univ, Lab Genet, Wageningen, Netherlands		Beukeboom, LW (corresponding author), Univ Groningen, Groningen Inst Evolutionary Life Sci, Groningen, Netherlands.	l.w.beukeboom@rug.nl	; Pannebakker, Bart/D-3823-2012	Beukeboom, Leo/0000-0001-9838-9314; Pannebakker, Bart/0000-0001-8503-3896; Trienens, Monika/0000-0002-1874-1160				35	2	2	5	5	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0013-8703	1570-7458		ENTOMOL EXP APPL	Entomol. Exp. Appl.	DEC	2021	169	12					1081	1091		10.1111/eea.13106		OCT 2021	11	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	WW3RT	WOS:000703667200001		Green Published			2022-03-24	
J	Rincon, C; Bordat, D; Lohr, B; Dupas, S				Rincon, C; Bordat, D; Lohr, B; Dupas, S			Reproductive isolation and differentiation between five populations of Cotesia plutellae (Hymenoptera : Braconidae), parasitold of Plutella xylostella (Lepidoptera : Plutellidae)	BIOLOGICAL CONTROL			English	Article						Cotesia plutellae; reproductive incompatibility; population differentiation; Plutella xylostella; morphological markers; DNA sequences; Wolbachia; biological introductions	CYTOPLASMIC INCOMPATIBILITY; BACILLUS-THURINGIENSIS; DIAMONDBACK MOTH; MANAGEMENT; RESISTANCE; INFECTION; BIOLOGY; ECOLOGY; HOST; LEP.	Many taxa used in biological control may be composed of several population units reproductively isolated to various degrees. Yet, the introductions of non-compatible populations may result in a depression of intended biological control. Cotesia plutellae has been widely used as a biological control agent of the diamondback moth, Plutella xylostella. However, not all introductions and augmentations were successful. With the aim to develop markers of compatibility for this species, we studied the reproductive compatibility between five populations (South Africa, Benin, Martinique, Reunion, and Taiwan) and analyzed its statistical relationship with three morphological characters (antennae and body length and antennae/body ratio), one molecular character (sequence of a cytochrome b fragment) and the Wolbachia infection status. This study shows that C plutellae populations formed two interbreeding groups. The antenna/body length ratio of females, the ratio between male and female body length, one non-silent base pair substitution observed in cytochrome b sequences, and Wolbachia infection status differentiate these groups and were all good predictors of reproductive compatibility. Our results suggest also that genetic factors independent from Wolbachia are needed to fully explain reproductive isolation between C plutellae populations. We conclude that C plutellae is a single species composed of at least two partially incompatible population aggregates. Diagnostic markers were proposed for the prediction of the level of reproductive compatibility between populations which can be used for further biocontrol introductions. (c) 2005 Elsevier Inc. All rights reserved.	CSIRO, AMIS, CIRAD, Lab Entotrop, F-34980 Montferrier Sur Lez, France; CIRAD, FLHOR, UPR Hort, F-34398 Montpellier 5, France; Int Ctr Insect Physiol & Ecol, Nairobi, Kenya; CNRS, IRD, Lab Populat Genet & Evolut, F-91198 Gif Sur Yvette, France		Rincon, C (corresponding author), CSIRO, AMIS, CIRAD, Lab Entotrop, Campus Int Baillarguet, F-34980 Montferrier Sur Lez, France.	claudia.rincon@pge.cnrs-gif.fr						42	20	25	1	13	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1049-9644	1090-2112		BIOL CONTROL	Biol. Control	FEB	2006	36	2					171	182		10.1016/j.biocontrol.2005.07.018			12	Biotechnology & Applied Microbiology; Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Biotechnology & Applied Microbiology; Entomology	000CI	WOS:000234438100007					2022-03-24	
J	Beukeboom, LW; van den Assem, J				Beukeboom, LW; van den Assem, J			Courtship and mating behaviour of interspecific Nasonia hybrids (Hymenoptera, Pteromalidae): A grandfather effect	BEHAVIOR GENETICS			English	Article						Nasonia; courtship behaviour; interspecific hybrids; non-mendelian inheritance; reproductive isolation	SELFISH B-CHROMOSOME; PARASITIC WASP; SEX-RATIO; REPRODUCTIVE ISOLATION; DROSOPHILA-SIMULANS; CYTOPLASMIC INCOMPATIBILITY; POPULATION-GENETICS; MALE-STERILITY; SPECIATION; VITRIPENNIS	Nasonia courtship behaviour includes easily quantifiable, stereotyped components. We analysed displays of N. vitripennis X N. longicornis hybrid males. Most of them performed well-organised displays that were intermediate between the parental species. However, in both reciprocal crosses, a significant bias towards the behaviour of the grandpaternal species was observed. Possible explanations for this effect are a biased recovery of genotypes, either due to nucleo-cytoplasmic interaction or non-mendelian transmission, or differential activation of genes in hybrid females. This study is a first step towards unravelling the genetic architecture of courtship behaviour of Nasonia, which may provide information about factors responsible for species isolation.	Leiden Univ, Inst Evolutionary & Ecol Sci, Sect Anim Ecol, NL-2300 RA Leiden, Netherlands		Beukeboom, LW (corresponding author), Leiden Univ, Inst Evolutionary & Ecol Sci, Sect Anim Ecol, POB 9516, NL-2300 RA Leiden, Netherlands.		Beukeboom, Leo W/D-1808-2012					44	49	50	2	15	KLUWER ACADEMIC/PLENUM PUBL	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0001-8244			BEHAV GENET	Behav. Genet.	MAR	2001	31	2					167	177		10.1023/A:1010201427204			11	Behavioral Sciences; Genetics & Heredity; Psychology, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Behavioral Sciences; Genetics & Heredity; Psychology	466PX	WOS:000170654900003	11545534				2022-03-24	
J	Smith, DR; Barrows, EM				Smith, DR; Barrows, EM			Rhadinoceraea n sp (Hymenoptera: Tenthredinidae) from West Virginia, a second species on Zigadenus (Liliaceae)	ENTOMOLOGICAL NEWS			English	Article								Rhadinoceraea sodsensis, n. sp., is described from West Virginia. Its larvae feed on inflorescences of Zigadenus leimanthoides (Liliaceae). This species is separated from the closely related R. zigadenusae from coastal Mississippi by reproductive isolation, phenology, and wing morphology. Rhadinoceraea sodsensis is univoltine. Adults fly in mid-July, and larvae feed in late July through mid-August.			Smith, DR (corresponding author), NATL MUSEUM NAT HIST,USDA ARS,PSI,SYSTEMAT ENTOMOL LAB,MRC 168,WASHINGTON,DC 20560, USA.							3	4	5	0	0	AMER ENTOMOL SOC	PHILADELPHIA	1900 BENJ FRANKLIN PARKWAY, PHILADELPHIA, PA 19103-1195	0013-872X			ENTOMOL NEWS	Entomol. News	NOV-DEC	1995	106	5					237	240					4	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	TM424	WOS:A1995TM42400004					2022-03-24	
J	Linnen, CR; Farrell, BD				Linnen, Catherine R.; Farrell, Brian D.			A test of the sympatric host race formation hypothesis in Neodiprion (Hymenoptera: Diprionidae)	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES			English	Article						Sympatric speciation; phytophagous insect; host shift; host race; age-range correlation test; Neodiprion	REPRODUCTIVE ISOLATION; MITOCHONDRIAL INTROGRESSION; PHYTOPHAGOUS INSECTS; GENE FLOW; SPECIATION; DIVERGENCE; EVOLUTION; BUTTERFLIES; PHYLOGENIES; ADAPTATION	Theory suggests that sympatric speciation is possible; however, its prevalence in nature remains unknown. Because Neodiprion sawflies are host specialists and mate on their hosts, sympatric speciation via host shifts may be common in this genus. Here, we test this hypothesis using near-complete taxonomic sampling of a species group, comprehensive geographical and ecological data, and multiple comparative methods. Host-use data suggest that host shifts contributed to the evolution of reproductive isolation in Neodiprion and previous work has shown that gene flow accompanied divergence. However, geographical data provide surprisingly little support for the hypothesis that host shifts occurred in sympatry. While these data do not rule out sympatric host race formation in Neodiprion, they suggest that this speciation mode is uncommon in the genus and possibly in nature.	[Linnen, Catherine R.; Farrell, Brian D.] Harvard Univ, Museum Comparat Zool, Cambridge, MA 02138 USA		Linnen, CR (corresponding author), Harvard Univ, Museum Comparat Zool, 26 Oxford St, Cambridge, MA 02138 USA.	clinnen@oeb.harvard.edu	Linnen, Catherine/F-2492-2011		National Science FoundationNational Science Foundation (NSF) [DEB-0308815]; Environmental Protection AgencyUnited States Environmental Protection Agency; American Museum of Natural History; Museum of Comparative Zoology; Department of Organismic and Evolutionary Biology at Harvard University	We thank the following individuals and institutions for access to museum specimens and collection data: S. Barudzija (Natural Resources Canada, Canadian Forest Service), D. Smith (National Museum of Natural History), C. Favret (Illinois Natural History Survey), L. Stange (Florida State Collection of Arthropods), H. Goulet (Agriculture Canada) and S. Krauth (University of Wisconsin). We are grateful to B. Fitzpatrick and M. Turelli for sharing their MATHEMATICA code for ARC tests; and to B. Bossert, D. Haig, E. Kay, N. Pierce and J. Wakeley for discussions and/or comments on this manuscript. We also thank M. Noor, J. Feder and two anonymous reviewers for suggestions that greatly improved the manuscript. Funding for this research was provided by the National Science Foundation (Graduate Research Fellowship and Dissertation Improvement Grant DEB-0308815), the Environmental Protection Agency (Science to Achieve Results Graduate Fellowship), the American Museum of Natural History (Theodore Roosevelt Memorial Fund), the Museum of Comparative Zoology (Putnam Expeditionary Fund) and the Department of Organismic and Evolutionary Biology at Harvard University.		79	20	20	1	22	ROYAL SOC	LONDON	6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND	0962-8452	1471-2954		P ROY SOC B-BIOL SCI	Proc. R. Soc. B-Biol. Sci.	OCT 22	2010	277	1697					3131	3138		10.1098/rspb.2010.0577			8	Biology; Ecology; Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology	660LY	WOS:000282645700010	20504811	Green Published			2022-03-24	
J	Giorgini, M; Baldanza, F				Giorgini, M; Baldanza, F			Species status of two populations of Encarsia sophia (Girault & Dodd) (Hymenoptera : Aphelinidae) native to different geographic areas	BIOLOGICAL CONTROL			English	Article						Bemisia tabaci; biological control; chromosomes; Encarsia sophia; morphometry; parasitoid; reproductive isolation; systematics; Trialeurodes vaporariorum; whiteflies	TABACI GENNADIUS HOMOPTERA; FORSTER HYMENOPTERA; TRANSVENA TIMBERLAKE; EXOTIC PARASITOIDS; ALEYRODIDAE; WHITEFLIES; HEMIPTERA; SELECTION; BIOLOGY; VALLEY	Encarsia sophia is a cosmopolitan parasitoid of whitefly pests and is regarded as a potential biocontrol agent of the Bemisia tabaci species-complex. However.. the possibility exists that under this specific name a complex of cryptic species may be contained, whose correct identification is essential for their effective use in biological control programmes. In this paper two populations native to Pakistan and Spain,. respectively, were characterized by means of morphometric analysis, crossing experiments and karyological analysis. The two populations, indistinguishable on the basis of single morphological characters, were distinguished through a canonical discriminant function analysis. Mating tests showed rare copulation attempts and no transfer of spermatozoa into the spermatheca in heterogamic crosses, thus suggesting that the Pakistani and Spanish populations are reproductively isolated. Although the two populations shared the same karyotype formula (2n = 2m + 2sm + 6a), consistent differences were found in their chromosome sets. In the Spanish population the metacentric chromosome was almost one half of the whole genome set (rl = 44.23), while in the Pakistani one, it was shorter (rl = 29.55) and as long as the sub-metacentric chromosome. Moreover, silver staining provided evidence of a different localization of the active nucleolus organizer regions (NORs). Results obtained in this study suggest that the Pakistani and Spanish populations are distinct cryptic species. (C) 2003 Elsevier Inc. All rights reserved.	CNR, Ist Protez Piante, Sez Portici, I-80055 Portici, NA, Italy		Giorgini, M (corresponding author), CNR, Ist Protez Piante, Sez Portici, Via Univ 133, I-80055 Portici, NA, Italy.	giorgini@ipp.cnr.it	GIORGINI, MASSIMO/AAX-3458-2020; Giorgini, Massimo/O-7621-2015	GIORGINI, MASSIMO/0000-0001-8670-0945; 				51	26	33	0	4	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1049-9644	1090-2112		BIOL CONTROL	Biol. Control	MAY	2004	30	1					25	35		10.1016/j.biocontrol.2003.09.013			11	Biotechnology & Applied Microbiology; Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Biotechnology & Applied Microbiology; Entomology	809AB	WOS:000220608500004					2022-03-24	
