PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Erbout, N; De Meyer, M; Lens, L				Erbout, Nathalie; De Meyer, Marc; Lens, Luc			Hybridization between two polyphagous fruit-fly species (Diptera : Tephritidae) causes sex-biased reduction in developmental stability	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						Ceratitis fasciventris; Ceratitis rosa; coadapted gene complexes; fluctuating asymmetry; heterosis; outbreeding	FLUCTUATING ASYMMETRY; COURTSHIP BEHAVIOR; GENETIC-BASIS; HETEROZYGOSITY; CANALIZATION; PHENOTYPES; INDICATOR; HYBRIDS; STRESS	When hybridization modifies the genetic constitution of individuals or populations, the stability of phenotypic development may either decrease or increase, depending on the divergence in the gene systems that control the development between the hybridizing taxa, i.e. on the relative effects of outbreeding and heterosis. In genetically closely related species, strong heterotic effects are less likely to occur, and hence hybridization may be expected to cause an overall decrease in developmental stability (DS) resulting from the disruption of coadapted gene complexes. To test this hypothesis, we experimentally crossed two closely related species of Ceratitis fruit flies and compared multiple-trait fluctuating asymmetry (FA, a measure of DS) in male and female offspring between parental species and two crossbred types. All traits measured play an important role in the fanning and buzzing behaviour associated with male courtship in Ceratitis, or are located on body parts involved in this behaviour. As predicted, hybrid offspring developed more asymmetrically than offspring of either parental species - most notably in meristic traits - and the increase in FA was consistently and significantly stronger in females than in males. The fact that males buffered their development more efficiently than females is in concordance with the presumed between-sex variation in functionality, and hence cost of asymmetry, of the measured traits. Absence of a similar sex difference in DS among parental offspring is believed to result from overall weak association between DS and FA in the absence of genetic stress, resulting from the random nature of the underlying processes that trigger asymmetric development. (c) 2008 The Linnean Society of London.	[Erbout, Nathalie; Lens, Luc] Univ Ghent, Dept Biol, Terrestrial Ecol Unit, B-9000 Ghent, Belgium; [Erbout, Nathalie] Int Ctr Insect Physiol & Ecol, Environm Hlth Div, Nairobi, Kenya; [De Meyer, Marc] Royal Mus Cent Africa, Entomol Sect, B-3080 Tervuren, Belgium		Erbout, N (corresponding author), Univ Ghent, Dept Biol, Terrestrial Ecol Unit, KL Ledeganckstr 35, B-9000 Ghent, Belgium.	nathalie.erbout@ugent.be		Lens, Luc/0000-0002-0241-2215				61	8	8	0	1	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0024-4066	1095-8312		BIOL J LINN SOC	Biol. J. Linnean Soc.	MAR	2008	93	3					579	588		10.1111/j.1095-8312.2007.00901.x			10	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	259GT	WOS:000252928500013		Bronze			2022-03-29	
J	Takano, SI; Iwaizumi, R; Nakanishi, Y; Someya, H				Takano, Shun-Ichiro; Iwaizumi, Ren; Nakanishi, Yasuhiro; Someya, Hitoshi			Laboratory hybridization between the two clades of Liriomyza huidobrensis (Diptera: Agromyzidae)	APPLIED ENTOMOLOGY AND ZOOLOGY			English	Article						Cryptic species; clade; molecular character; hybrid; development time	TRIFOLII; NUCLEAR; PEST	We conducted mating experiments between two clades of the pea leafminer, Liriomyza huidobrensis, i.e., California Clade (CC) and South America Clade (SC). Development times from egg to pupa and egg to adult at 25 C of the two clades and the hybrid progeny were compared. In the interclade mating cross, adult hybrid progenies were obtained only from coatings between CC females and SC males. The number of hybrid progeny was quite smaller than those from combinations of the same clade. Furthermore, no F2 progeny was obtained from coatings between F 1 hybrid progenies. CC progeny required more development times from egg to pupa and egg to adult at 25 C than SC and hybrid progeny. Our biological data indicated that the two clades of L. huidobrensis were different species, as indicated by their molecular characters in previous studies.	[Takano, Shun-Ichiro; Iwaizumi, Ren; Nakanishi, Yasuhiro; Someya, Hitoshi] Yokohama Plant Protect Stn, Yokohama, Kanagawa 2310801, Japan		Takano, SI (corresponding author), Minist Agr Forestry & Fisheries, Chiyoda Ku, Tokyo 1008950, Japan.	takanoshun@nifty.com						22	7	8	0	2	SPRINGER JAPAN KK	TOKYO	SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005, JAPAN	0003-6862	1347-605X		APPL ENTOMOL ZOOL	Appl. Entomol. Zoolog.	AUG	2008	43	3					397	402		10.1303/aez.2008.397			6	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	362MX	WOS:000260202900012		Bronze			2022-03-29	
J	Pates, HV; Curtis, CF; Takken, W				Pates, H. V.; Curtis, C. F.; Takken, W.			Hybridization studies to modify the host preference of Anopheles gambiae	MEDICAL AND VETERINARY ENTOMOLOGY			English	Article						Anopheles gambiae complex; Anopheles quadriannulatus; anthropophily; behaviour; host preference; hybridization; olfactometer; zoophily	CANDIDATE ODORANT RECEPTORS; MALARIA VECTOR MOSQUITO; FEEDING PREFERENCES; QUADRIANNULATUS; BEHAVIOR; ARABIENSIS; CULICIDAE; DIPTERA; TRANSMISSION; RESPONSES	A strategy to decrease the vector competence of Anopheles gambiae sensu stricto (Diptera: Culicidae), the most efficient malaria vector in Africa, may consist of exploiting the genes involved in zoophily. Crossing and backcrossing experiments were performed between An. gambiae s.s. and the zoophilic sibling species Anopheles quadriannulatus. Mosquito strains were tested in a dual-choice olfactometer to investigate their responses to cow odour. Totals of 12% of An. gambiae s.s. and 59% of An. quadriannulatus selected the port with the cow odour. Crosses and backcrosses did not show a significant preference for the cow-baited port. The results indicated that anthropophilic behaviour in An. gambiae s.s. is a dominant or partially dominant trait, which, in conjunction with the unstable zoophilic behaviour observed in An. quadriannulatus, poses a serious obstacle to plans to decrease vector competence by modifying the anthropophilic trait.	[Pates, H. V.; Takken, W.] Wageningen Univ, Entomol Lab, NL-6700 EH Wageningen, Netherlands; [Pates, H. V.; Curtis, C. F.] London Sch Hyg & Trop Med, Dept Infect & Trop Dis, London WC1, England		Takken, W (corresponding author), Wageningen Univ, Entomol Lab, POB 8031, NL-6700 EH Wageningen, Netherlands.	willem.takken@wur.nl			United Nations Development Programme/World Bank/World Health Organization Special Programme for Research and Training in Tropical Diseases (TDR)	We are grateful to Dr Richard Hunt, National Institute for Communicable Diseases, Sandringham, South Africa, for field collections to establish the SANGQUA strain. We thank F. van Aggelen, A. Gidding and L. Koopmans, Laboratory of Entomology, Wageningen University, for rearing Anopheles gambiae s.s., and H. Jamet, Lausanne, Switzerland, for help with rearing the mosquito crosses and backcrosses. The advice of Professor Larry Zwiebel, Department of Biological Sciences, Vanderbilt University, Nashville, TN, U.S.A., about the molecular genetics aspects of this work is much appreciated. This investigation received financial support from the United Nations Development Programme/World Bank/World Health Organization Special Programme for Research and Training in Tropical Diseases (TDR). This paper is dedicated to Chris Curtis, who died after a very brief illness in May 2008.		42	6	6	2	15	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0269-283X	1365-2915		MED VET ENTOMOL	Med. Vet. Entomol.	AUG	2014	28			1			68	74		10.1111/mve.12070			7	Entomology; Veterinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Entomology; Veterinary Sciences	AO8TA	WOS:000341626200009	25171608				2022-03-29	
J	Adler, PH; Seitz, G				Adler, Peter H.; Seitz, Gunther			CHROMOSOMAL RELATIONSHIPS OF BLACK FLIES (DIPTERA: SIMULIIDAE) IN THE SIMULIUM AUREUM FRIES SPECIES GROUP ON THE GREEK ISLAND OF RHODES	PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON			English	Article						Eusimulium; Greece; homosequential species; hybridization; polytene chromosomes	DIFFERENTIATION	Larval black flies in the Simulium (Eusimulium) aureum Fries species group from the Greek island of Rhodes were chromosomally analyzed to clarify species limits and relationships with mainland taxa. Three species were identified, corresponding with earlier morphological identifications: S. flexibranchium Crosskey, S. petricolum (Rivosecchi), and S. rubzovianum (Sherban). The morphologically established endemic species S. flexibranchium shows chromosomal banding equivalency with S. angustipes Edwards, a widespread Palearctic species; the pair, therefore, are homosequential species, the ninth such example in the Simuliidae. The species status of S. flexibranchium is maintained on the basis of structural characters that allow diagnosis across the four islands from which it is known in the Aegean Sea. The chromosomal banding sequences of Rhodian populations of S. petricolum and S. rubzovianum, as well as a population of the latter that we examined from Cyprus, conform to the classic sequences of these species across their ranges, but tend toward the monomorphic condition typical of island black flies. The first definitive hybrid in the S. aureum group, a larva of S. flexibranchium x S. petricolum, was discovered chromosomally, and suggests an overall hybridization rate in the S. aureum group, with hybrid survival to the late larval stage, of less than 0.1%.	[Adler, Peter H.] Clemson Univ, Dept Plant & Environm Sci, Clemson, SC 29634 USA; [Seitz, Gunther] Biberstr 5, D-84030 Ergolding, Germany		Adler, PH (corresponding author), Clemson Univ, Dept Plant & Environm Sci, Clemson, SC 29634 USA.	padler@clemson.edu; gunther-seitz@arcor.de			NIFA/USDAUnited States Department of Agriculture (USDA) [SC-1700527]	We gratefully acknowledge the sample from Cyprus given to us by the late R. W. Crosskey. We thank A. G. Wheeler, Jr. (Clemson University) for helpful comments on an earlier draft of the manuscript. The research by P.H.A. was supported, in part, by NIFA/USDA under project number SC-1700527. This is Technical Contribution No. 6816 of the Clemson University Experiment Station.		24	0	0	0	3	ENTOMOL SOC WASHINGTON	WASHINGTON	SMITHSONIAN INSTITUTION DEPT ENTOMOLOGY, WASHINGTON, DC 20560 USA	0013-8797			P ENTOMOL SOC WASH	Proc. Entomol. Soc. Wash.	JUL	2020	122	3					547	555		10.4289/0013-8797.122.3.547			9	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	MR4DD	WOS:000553538200002					2022-03-29	
J	Andrianov, BV; Romanov, DA; Sorokina, SY; Gorelova, TV				Andrianov, B. V.; Romanov, D. A.; Sorokina, S. Yu.; Gorelova, T. V.			Comparative Analysis of Variation of the BOLD Fragment of Mitochondrial cox1 Gene and Y Chromosome kl-2 1-beta dynein heavy chain Gene in Drosophilavirilis Species Group (Diptera: Drosophilidae)	RUSSIAN JOURNAL OF GENETICS			English	Article						mitochondrial introgression; interspecific hybridization; natural populations; mitochondrial DNA	EVOLUTION	The species of the virilis group of Drosophila are one of the well-studied models of speciation and microevolution. A comparative analysis of variability of the marker genes for two non-recombining regions of the genome was conducted: the BOLD fragment of the mitochondrial cox1 gene and the fragment of the dynein gene in order to identify events of interspecific hybridization in 11 Drosophila species of the virilis group. We identified single events of the mitochondrial DNA transfer from Drosophila montana to Drosophila lacicola and of the Y chromosome transfer from Drosophila ezoana to Drosophila montana. The probable connection of the modern speciation process in Drosophila montana with genomic instability and interspecific hybridization in nature is discussed.	[Andrianov, B. V.; Romanov, D. A.; Gorelova, T. V.] Russian Acad Sci, Vavilov Inst Gen Genet, Moscow 119991, Russia; [Sorokina, S. Yu.] Russian Acad Sci, Koltzov Inst Dev Biol, Moscow 117334, Russia		Andrianov, BV (corresponding author), Russian Acad Sci, Vavilov Inst Gen Genet, Moscow 119991, Russia.	andrianovb@mail.ru	Romanov, Denis/AAU-8160-2021		 [AAAA-A16-116111610180-3];  [0112-2019-0002]	This study was supported by the project (AAAA-A16-116111610180-3) "Study of the Variability of Autonomous Genetic Elements of Insects and the Development of Genome Instability Markers" (Agreement no. 0112-2019-0002).		17	0	0	1	3	MAIK NAUKA/INTERPERIODICA/SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013-1578 USA	1022-7954	1608-3369		RUSS J GENET+	Russ. J. Genet.	MAY	2019	55	5					592	597		10.1134/S102279541905003X			6	Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Genetics & Heredity	IC1DT	WOS:000470699900008					2022-03-29	
J	Helleu, Q; Levine, MT				Helleu, Quentin; Levine, Mia T.			Recurrent Amplification of the Heterochromatin Protein 1 (HP1) Gene Family across Diptera	MOLECULAR BIOLOGY AND EVOLUTION			English	Article						heterochromatin; Diptera; HP1; chromo; chromoshadow	NONHISTONE CHROMOSOMAL-PROTEIN; CHROME SHADOW DOMAIN; RATIO MEIOTIC DRIVE; RAPID EVOLUTION; SEX-CHROMOSOME; DROSOPHILA-MELANOGASTER; SELECTION DRIVES; HISTONE H3; TRANSPOSABLE ELEMENTS; MOLECULAR PHYLOGENY	The heterochromatic genome compartment mediates strictly conserved cellular processes such as chromosome segregation, telomere integrity, and genome stability. Paradoxically, heterochromatic DNA sequence is wildly unconserved. Recent reports that many hybrid incompatibility genes encode heterochromatin proteins, together with the observation that interspecies hybrids suffer aberrant heterochromatin-dependent processes, suggest that heterochromatic DNA packaging requires species-specific innovations. Testing this model of coevolution between fast-evolving heterochromatic DNA and its packaging proteins begins with defining the latter. Here we describe many such candidates encoded by the Heterochromatin Protein 1 (HP1) gene family across Diptera, an insect Order that encompasses dramatic episodes of heterochromatic sequence turnover. Using BLAST, synteny analysis, and phylogenetic tree building across 64 Diptera genomes, we discovered a staggering 121 HP1 duplication events. In contrast, we observed virtually no gene duplication in gene families that share a common "chromodomain" with HP1s, including Potycomb and Su(var)3-9. The remarkably high number of Dipteran HP1 paralogs arises from distant clades undergoing convergent HP1 family amplifications. These independently derived, young HP1s span diverse ages, domain structures, and rates of molecular evolution, including episodes of positive selection. Moreover, independently derived HP1s exhibit convergent expression evolution. While ancient HP1 parent genes are transcribed ubiquitously, young HP1 paralogs are transcribed primarily in male germline tissue, a pattern typical of young genes. Pervasive gene youth, rapid evolution, and germline specialization implicate heterochromatin-encoded selfish elements driving recurrent HP1 gene family expansions. The 121 young genes offer valuable experimental traction for elucidating the germline processes shaped by Diptera's many dramatic episodes of heterochromatin turnover.	[Helleu, Quentin; Levine, Mia T.] Univ Penn, Dept Biol, Epigenet Inst, Philadelphia, PA 19104 USA		Levine, MT (corresponding author), Univ Penn, Dept Biol, Epigenet Inst, Philadelphia, PA 19104 USA.	m.levine@sas.upenn.edu	Helleu, Quentin/AAE-6496-2020		National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA [R00 GM107351, R35 GM124684]; NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCESUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS) [R35GM124684, R00GM107351] Funding Source: NIH RePORTER	The authors thank C. Leek for assistance with RT-qPCR and L. Kursel, G. Lee, and four anonymous reviewers for their comments on earlier versions of the manuscript. The authors are also grateful to the Aksoy lab (Yale University), especially G. Attardo and B. Weiss, for their generosity of time, tissue, and input. This work was supported by the National Institutes of Health (R00 GM107351 and R35 GM124684 to M.T.L.).		125	5	5	0	2	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0737-4038	1537-1719		MOL BIOL EVOL	Mol. Biol. Evol.	OCT	2018	35	10					2375	2389		10.1093/molbev/msy128			15	Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity	HD5JY	WOS:000452566800003	29924345	hybrid, Green Published			2022-03-29	
J	Altincicek, B; Vilcinskas, A				Altincicek, B.; Vilcinskas, A.			Septic injury-inducible genes in medicinal maggots of the green blow fly Lucilia sericata	INSECT MOLECULAR BIOLOGY			English	Article						Lucilia sericata; antimicrobial peptides; insect innate immune response; suppression subtractive hybridization	GENOME-WIDE ANALYSIS; DROSOPHILA-MELANOGASTER; IMMUNE-RESPONSE; IDENTIFICATION; INFECTION; BACTERIAL; THERAPY; PROTEIN; SCIENCE; CAM	Lucilia sericata maggots are used world-wide in biosurgery for the medical treatment of nonhealing wounds because they ingest necrotic tissues and significantly promote healing. To gain further insight into interdependencies between ecological adaptation and molecular evolution of innate immunity in Diptera, we used the suppression subtractive hybridization method to screen for genes that are differentially expressed in response to septic wounding of sterile second instar larvae of L. sericata. This approach resulted in the identification of 65 novel Lucilia genes including potential signalling proteins (e.g. inhibitor of apoptosis 2 protein) and a number of digestive enzymes including lipases and proteinases. Additionally, we found numerous putative antimicrobial peptides (AMPs), such as a potential Lucilia defensin, diptericin and three novel proline-rich AMPs. The identified genes may facilitate access to both peptides and proteins within the beneficial excretions, secretions and haemolymph of medicinal maggots and provide novel insights into the evolution of innate immunity in Diptera.	[Altincicek, B.; Vilcinskas, A.] Univ Giessen, Inst Phytopathol & Appl Zool, Interdisciplinary Res Ctr, D-35392 Giessen, Germany		Altincicek, B (corresponding author), Univ Giessen, Inst Phytopathol & Appl Zool, Interdisciplinary Res Ctr, Heinrich Buff Ring 26-32, D-35392 Giessen, Germany.	Boran.Altincicek@agrar.uni-giessen.de	Altincicek, Boran/C-1191-2009	Altincicek, Boran/0000-0003-2019-452X				25	50	54	1	7	WILEY-BLACKWELL PUBLISHING, INC	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	0962-1075			INSECT MOL BIOL	Insect Mol. Biol.	FEB	2009	18	1					119	125		10.1111/j.1365-2583.2008.00856.x			7	Biochemistry & Molecular Biology; Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Entomology	395HY	WOS:000262516400013	19076250				2022-03-29	
J	dos Reis, YV; Alevi, KCC				dos Reis, Yago Visinho; Chaboli Alevi, Kaio Cesar			Hybridization in Phlebotominae (Diptera: Psychodidae): A mini-review	INFECTION GENETICS AND EVOLUTION			English	Review						Sand fly; Leishmaniasis; Reproductive isolation; Integrative taxonomy	SANDFLY LUTZOMYIA-LONGIPALPIS; INTRASPECIFIC VARIABILITY; REPRODUCTIVE ISOLATION; SEX-PHEROMONE; POPULATIONS; SERGENTI; STERILITY; VECTOR; STATE; DIFFERENTIATION	Taxonomy based only on morphology, although extremely important for the classification of sandflies, has been shown to be insufficient for the delimitation of some taxa. Thus, integrative taxonomy could play a fundamental role in clarifying these and other taxonomic issues, since data from different areas are used to aggregate greater reliability in species classification. Experimental crosses are important taxonomic tools, since the presence of reproductive barriers when associated with divergence between two evolutionary lineages, confirms the specific status of taxa based on the biological species concept. In the subfamily Phlebotominae, experimental crosses were mostly focused on the study of the Lutzomyia longipalpis complex, which helped to identify different evolutionary lineages for that group of vectors. Considering the difficulty of classifying some Phlebotominae species and the importance of hybridization studies for taxonomy, we grouped all the information associated with experimental crosses in sandflies in a mini-review. In view of the results grouped in this review, it is evident that i) experimental crossings are important tools to aggregate studies of integrative taxonomy in the Phlebotominae subfamily; ii) these analyses should be applied in the taxonomic studies of cryptic species; iii) Lu longipalpis populations have pre and/or post-zygotic reproductive barriers; iv) Lu. longipalpis represents more than one species and efforts must be applied to differentiate the taxa of the Lu. longipalpis complex; v) Phlebotomus populations do not present intraspecific reproductive barriers; vi) the absence of reproductive barriers between Ph. sergenti from Israel and Turkey (representing populations of the same evolutionary lineage) does not rule out the possible existence of cryptic species, it being necessary to perform experimental crosses between the different strains indicated by the molecular markers; and finally, vii) different species of Phlebotomus have post-zygotic barriers, confirming the specific status of Ph. duboscqi, Ph. papatasi, and Ph. bergeroti.	[dos Reis, Yago Visinho; Chaboli Alevi, Kaio Cesar] Univ Estadual Paulista Julio de Mesquita Filho UN, Inst Biociencias Botucatu, Rua Prof Dr Antonio Celso Wagner Zanin 250, BR-18618689 Botucatu, SP, Brazil; [Chaboli Alevi, Kaio Cesar] Univ Estadual Paulista Julio de Mesquita Filho UN, Fac Ciencias Farmaceut, Rodovia Araraquara Jau Km 1, BR-14801902 Araraquara, SP, Brazil		Alevi, KCC (corresponding author), Univ Estadual Paulista, FCFAR UNESP, Fac Ciencias Farmaceut, Rodovia Araraquara Jau Km 1, BR-14801902 Araraquara, SP, Brazil.	kaio.chaboli@unesp.br	Visinho dos Reis, Yago/AAD-9182-2022	Visinho dos Reis, Yago/0000-0003-1861-6703	Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP)Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) [2017/05015-7]; Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ)	This work was supported by the Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) (Process number 2017/05015-7) and Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq).		60	3	3	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	1567-1348	1567-7257		INFECT GENET EVOL	Infect. Genet. Evol.	DEC	2020	86								104593	10.1016/j.meegid.2020.104593			5	Infectious Diseases	Science Citation Index Expanded (SCI-EXPANDED)	Infectious Diseases	PG6ZE	WOS:000599880700011	33053414				2022-03-29	
J	Abreu, AG; Solferini, VN				Abreu, A. G.; Solferini, V. N.			Genetic population structure and hybridization in two sibling species, Tomoplagia reticulata and Tomoplagia pallens (Diptera: Tephritidae)	GENETICS AND MOLECULAR RESEARCH			English	Article						Allozymes; Asteraceae; Campo rupestre; Cerrado; Eremanthus glomerulatus; mtDNA	APPLE MAGGOT FLY; RHAGOLETIS-POMONELLA; INTEGRATED SOFTWARE; BEETLE; COLEOPTERA; LANDSCAPE; SEQUENCES; NUMBER	Tomoplagia reticulata and T. pallens are sibling species that are specialists on Eremanthus glomerulatus. Besides adult terminalia, they show slight morphological differences and distinct geographic distributions. Once, however, they were found sympatrically. Using data from allozyme and mtDNA, we examined patterns of intra- and interspecific genetic structure, and investigated the possible occurrence of gene flow between them. Both species showed low diversity and high genetic structure, which can be linked to their high degree of specialization. Larval development occurs within flower heads, tissues that are available only during a short period of the year. Afterward, as they do not hibernate, they probably suffer a great reduction in population size, which leads to low genetic diversity. As monophagous insects, their population structure may correspond to the fragmented distribution of E. glomerulatus, which could isolate fly populations and increase inbreeding within them. One population exhibited a mixed genetic composition, compatible with one hybridization season when species were sympatric. This hybridization seems to be a rare event, due to T. pallens unusual range expansion.	[Abreu, A. G.; Solferini, V. N.] Univ Estadual Campinas, Inst Biol, Dept Genet & Evolucao, Campinas, SP, Brazil		Abreu, AG (corresponding author), Univ Estadual Campinas, Inst Biol, Dept Genet & Evolucao, Campinas, SP, Brazil.	agabreu@gmail.com	Solferini, Vera/E-9121-2012; Abreu, Aluana G/L-7772-2013	Solferini, Vera/0000-0001-6582-1449; Abreu, Aluana G/0000-0003-2765-3741	CNPqConselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ) [141539/2004-6]; FAPESPFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) [98/05085-2, 04/097420]	We thank Horacio Montenegro for helping with the sampling of plants and Karla S. C. Yotoko for valuable comments. Research supported by CNPq (grant #141539/2004-6 to A. G. Abreu) and FAPESP (grant #98/05085-2 to Thomas M. Lewinsohn and #04/097420 to V. N. Solferini).		40	2	2	0	5	FUNPEC-EDITORA	RIBEIRAO PRETO	RUA FLORIANO PEIXOTO 2444, ALTO DA BOA VISTA, RIBEIRAO PRETO, SP 00000, BRAZIL		1676-5680		GENET MOL RES	Genet. Mol. Res.		2008	7	4					1298	1311		10.4238/vol7-4gmr534			14	Biochemistry & Molecular Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Genetics & Heredity	460VC	WOS:000267218200019	19065765	Bronze			2022-03-29	
J	dos Santos, JP; Redaelli, LR; Dal Sogli, FK				dos Santos, Janaina Pereira; Redaelli, Luiza Rodrigues; Dal Sogli, Fabio Kessler			Diptera leafminers and their parasitoids in spontaneous vegetation in organic citrus orchard in Montenegro, RS, Brazil	IHERINGIA SERIE ZOOLOGIA			Portuguese	Article						diptera; agromyzidae; micro hymenopterans; host records	AGROMYZIDAE; HYMENOPTERA	Diptera leafminers and their parasitoids in spontaneous vegetation in organic citrus orchard in Montenegro, RS, Brazil. Leafminers and their parasitoids communities analysis is necessary to supply information about the biotic regulation and to maintenance of the biodiversity in the agroecosystem. This study aimed to register Diptera leafminers and their parasitoids, present in the vegetation spontaneously growing at the citrus orchard from May 2003 to May 2004. The work was conducted in Montenegro, RS, in an organic orchard of the hybrid 'Morcott'. Samplings were taken fortnightly, collecting in each occasion all the plants with mines found in an area delimited by a 0.28 m(2) arc thrown in the lines and between lines of 30 randomly chosen trees. In the lab, the number of larvae and pupae per leaf of Diptera leafminers were recorded. Throughout the study, it was found 15 species of Diptera leafminers, 15 species of leafminer host plants (distributed in six families) and 15 species of micro hymenopterans parasitoids (distributed in three families). It was verified that the Diptera leafminers had presented great specificity to their host plants; therefore, the appropriate management of the spontaneous vegetation of the orchards may favor the establishment and multiplication of natural enemies of these leafminers insects.	EPAGRI, Entomol Lab, Estacao Expt Cacador, BR-89500000 Cacador, SC, Brazil; Univ Fed Rio Grande do Sul, Dept Fitossanidade, BR-91540000 Porto Alegre, RS, Brazil		dos Santos, JP (corresponding author), EPAGRI, Entomol Lab, Estacao Expt Cacador, Caixa Postal 591, BR-89500000 Cacador, SC, Brazil.	janapereira@epagri.rct-sc.br; luredael@ufrgs.br; fabiods@ufrgs.br	Redaelli, Luiza/I-3808-2012					26	1	1	0	4	FUNDACAO ZOOBOTANICA  RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS	PORTO ALEGRE	CAIXA POSTAL 1188, PORTO ALEGRE, RS 00000, BRAZIL	0073-4721	1678-4766		IHERINGIA SER ZOOL	Iheringia Ser. Zool.	SEP 30	2007	97	3					280	285		10.1590/S0073-47212007000300011			6	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	232QB	WOS:000251033100011		Green Published, gold			2022-03-29	
