PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Robertson, HG; Zachariades, C				Robertson, HG; Zachariades, C			Revision of the Camponotus fulvopilosus (De Geer) species-group (Hymenoptera: Formicidae)	AFRICAN ENTOMOLOGY			English	Article						southern Africa; ant systematics; Camponotus fulvopilosus species-group; hybrid zones; Namib Desert; savanna; Karoo	DESERT DUNE ANT; NAMIB DESERT; DETRITUS	The Camponotus fulvopilosus species-group comprises four species: C. fulvopilosus (De Geer) (arid and open savanna areas of southern Africa), C. brevisetosus Forel (granite outcrops on the Drakensberg escarpment and its foothills), C. detritus Emery (dunes of the Namib Desert) and C. storeatus Forel (southern Cape). A key to major workers and queens is provided, redescriptions are provided for major workers, and the biology of each species is reviewed. Camponotus fulvopilosus comprises three morphological forms that are parapatrically distributed with discernible hybrid zones. The evolution of the four species is discussed on the basis of their biogeography.			Robertson, HG (corresponding author), S AFRICAN MUSEUM, DIV LIFE SCI, POB 61, ZA-8000 CAPE TOWN, SOUTH AFRICA.			Robertson, Hamish/0000-0002-2450-4612				30	24	25	0	6	ENTOMOLOGICAL SOC SOUTHERN AFRICA	HATFIELD	PO BOX 13162, HATFIELD 0028, SOUTH AFRICA	1021-3589	1026-4914		AFR ENTOMOL	Afr. Entomol.	MAR	1997	5	1					1	18					18	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	WY640	WOS:A1997WY64000001					2022-03-29	
J	AGUILAR, JM; BOECKLEN, WJ				AGUILAR, JM; BOECKLEN, WJ			PATTERNS OF HERBIVORY IN THE QUERCUS-GRISEA X QUERCUS-GAMBELII SPECIES COMPLEX	OIKOS			English	Article							HYBRID ZONES; OAK	In a recent paper, Whitham proposed the hybrids-as-sinks hypothesis, which posits that hybrid hosts are more susceptible to phytophagous insects than are parental hosts. We test the hybrids-as sinks hypothesis in the Quercus grisea Liebm. X Quercus gambelii Nutt. hybrid complex. We measure densities of leaf-mining moths (Lepidoptera: Nepticulidae and Gracillariidae) and gall wasps (Hymenoptera: Cynipidae) on parental and hybrid host trees. We find no support for the hybrids-as-sinks hypothesis in the present hybrid complex. Hosts in this complex exhibited a unidirectional herbivore gradient, where hybrid hosts supported intermnediate levels of herbivores when compared to parental species. We discuss possible causes affecting patterns of herbivore densities and distribution in this species complex, including host architecture, leaf morphology, and geographic range.	NEW MEXICO STATE UNIV, DEPT BIOL, BOX 30001, LAS CRUCES, NM 88003 USA									26	79	79	0	7	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0030-1299	1600-0706		OIKOS	Oikos	SEP	1992	64	3					498	504		10.2307/3545167			7	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	JG510	WOS:A1992JG51000009					2022-03-29	
J	Baker, GT; Ma, PWK				Baker, Gerald T.; Ma, Peter W. K.			Morphology and number of Ommatidia in the compound eyes of Solenopsis invicta, Solenopsis richteri, and their hybrid (Hymenoptera : Formicidae)	ZOOLOGISCHER ANZEIGER			English	Article						imported fire ant; ommatidia; caste differences	ANT; BEHAVIOR; PHORIDAE; DIPTERA; FLIES; SIZE	The morphology and number of ommatidia of the compound eyes of Solenopsis invicta, Solenopsis richteri and their hybrid are investigated. Comparisons are made of the morphology and number of ommatidia in S. invicta, S. richteri and their hybrid. Major workers have significantly more facets than minor workers, male reproductive more than female reproductive, and the reproductives more than workers. Workers and reproductives have significantly more ommatidia in S. invicta than in S. richteri and significantly fewer in the hybrid than in either species. The major workers of each species have significantly wider facets than the minor workers, and workers have significantly wider facets than reproductives, which showed no difference in their facet diameter. There are no significant differences when the facet diameter is compared between the members of the castes of different species. These morphological and numerical dissimilarities are discussed in connection with known behavioral differences in the castes. (c) 2006 Elsevier GmbH. All rights reserved.	Mississippi State Univ, Dept Entomol & Plant Pathol, Mississippi State, MS 39762 USA		Baker, GT (corresponding author), Mississippi State Univ, Dept Entomol & Plant Pathol, Box 9775, Mississippi State, MS 39762 USA.	gbaker@entomology.msstate.edu						34	14	15	0	8	ELSEVIER GMBH	MUNICH	HACKERBRUCKE 6, 80335 MUNICH, GERMANY	0044-5231			ZOOL ANZ	Zool. Anz.	OCT	2006	245	2					121	125		10.1016/j.jcz.2006.06.001			5	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	100GV	WOS:000241657200005					2022-03-29	
J	Topitzhofer, E; Lucas, H; Chakrabarti, P; Breece, C; Bryant, V; Sagili, RR				Topitzhofer, Ellen; Lucas, Hannah; Chakrabarti, Priyadarshini; Breece, Carolyn; Bryant, Vaughn; Sagili, Ramesh R.			Assessment of Pollen Diversity Available to Honey Bees (Hymenoptera: Apidae) in Major Cropping Systems During Pollination in the Western United States	JOURNAL OF ECONOMIC ENTOMOLOGY			English	Article						honey bees; pollen diversity; pollen abundance; crop pollination	HYPOPHARYNGEAL GLANDS; BROOD PHEROMONE; NOSEMA-CERANAE; COLONIES; QUALITY; BIODIVERSITY; CONSUMPTION; SUBSTITUTE; NUTRITION; INFECTION	Global western honey bee, Apis mellifera (L.) (Hymenoptera: Apidae), colony declines pose a significant threat to food production worldwide. Poor nutrition resulting from habitat loss, extensive monocultures, and agricultural intensification is among the several suggested drivers for colony declines. Pollen is the primary source of protein for honey bees; therefore, both pollen abundance and diversity are critical for colony growth and survival. Many cropping systems that employ honey bee colonies for pollination may lack sufficient pollen diversity and abundance to provide optimal bee nutrition. In this observational study, we documented the diversity and relative abundance of pollen collected by honey bees in five major pollinator-dependent crops in the western United States. We sampled pollen from pollen traps installed on honey bee colonies in the following cropping systems-almond, cherry, highbush blueberry, hybrid carrot, and meadowfoam. The pollen diversity was estimated by documenting the number of different pollen pellet colors and plant taxa found in each pollen sample. The lowest pollen diversity was found in almond crop. Relatively higher quantities of pollen collection were collected in almond, cherry, and meadowfoam cropping systems. The information gleaned from this study regarding pollen diversity and abundance may help growers, land managers, and beekeepers improve pollen forage available to bees in these cropping systems.	[Topitzhofer, Ellen; Lucas, Hannah; Chakrabarti, Priyadarshini; Breece, Carolyn; Sagili, Ramesh R.] Oregon State Univ, Dept Hort, Corvallis, OR 97331 USA; [Bryant, Vaughn] Texas A&M Univ, Palynol Lab, Dept Anthropol, College Stn, TX 77845 USA		Sagili, RR (corresponding author), Oregon State Univ, Dept Hort, Corvallis, OR 97331 USA.	ramesh.sagili@oregonstate.edu		Strange, James/0000-0002-9612-6868	Oregon State Beekeepers Association	We acknowledge Dr. Gretchen Jones (USDA-ARS, APMRU, College Station, TX) for assistance with pollen analysis. This research was supported by research funds provided to R.R.S. by Oregon State Beekeepers Association.		63	6	6	6	32	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	0022-0493	1938-291X		J ECON ENTOMOL	J. Econ. Entomol.	OCT	2019	112	5					2040	2048		10.1093/jee/toz168			9	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	JA8LO	WOS:000488103600003	31237612	Green Published, hybrid			2022-03-29	
J	Kreitlow, KL; Tarpy, DR				Kreitlow, K. Lane; Tarpy, David R.			Environmental and genotypic effects on Russian-hybrid and Italian honey bee (Apis mellifera) (Hymenoptera : Apidae) foraging behavior	ENVIRONMENTAL ENTOMOLOGY			English	Article						honeybees; foraging behavior; Russian bees; genotype-environment interactions	FAR-EASTERN RUSSIA; DIVISION-OF-LABOR; TASK SPECIALIZATION; POLLEN COLLECTION; VARROA DESTRUCTOR; STRAINS DIFFER; COLONIES; RESISTANCE; PREFERENCE; RESPONSES	Both environment and genotype have a significant influence on the foraging behavior of honey bees (Apis mellifera). We compared the colony-level foraging behaviors of two honey bee stocks at three different sites by sampling 50 foragers each from 16 Russian-hybrid and 16 Italian colonies distributed among the Coastal Plain, Piedmont, and Mountain regions of North Carolina. We detected highly significant differences in foraging behavior among the different sites, but we found very few differences between the stocks. Moreover, there were very few environment-genotype interactions on foraging behavior, suggesting that the effect of genotype does not vary significantly depending on the environment in which it is located. These findings suggest that, while there are some notable differences between Russian-hybrid and Italian honey bees, the environment has a relatively larger impact on honey bee foraging behavior for these two stocks.	N Carolina State Univ, Dept Entomol, Raleigh, NC 27695 USA		Tarpy, DR (corresponding author), N Carolina State Univ, Dept Entomol, Campus Box 7613, Raleigh, NC 27695 USA.	david_tarpy@ncsu.edu		Tarpy, David/0000-0001-8601-6094				42	5	5	2	14	ENTOMOLOGICAL SOCIETY AMERICA	LANHAM	10001 DEREKWOOD LANE, STE 100, LANHAM, MD 20706-4876 USA	0046-225X			ENVIRON ENTOMOL	Environ. Entomol.	DEC	2006	35	6					1610	1616		10.1603/0046-225X(2006)35[1610:EAGEOR]2.0.CO;2			7	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	115ZS	WOS:000242772900020					2022-03-29	
J	Mallinger, RE; Bradshaw, J; Varenhorst, AJ; Prasifka, JR				Mallinger, Rachel E.; Bradshaw, Jeff; Varenhorst, Adam J.; Prasifka, Jarrad R.			Native Solitary Bees Provide Economically Significant Pollination Services to Confection Sunflowers (Helianthus annuus L.) (Asterales: Asteraceae) Grown Across the Northern Great Plains	JOURNAL OF ECONOMIC ENTOMOLOGY			English	Article						honey bee; sunflower bee; crop pollination; pollinator efficacy; sunflower yields	HONEY-BEE; APIS-MELLIFERA; WILD BEES; CROSS-POLLINATION; FRUIT-SET; SEED SET; HYMENOPTERA; APIDAE; BOMBUS; SELF	The benefits of insect pollination to crop yields depend on genetic and environmental factors including plant self-fertility, pollinator visitation rates, and pollinator efficacy. While many crops benefit from insect pollination, such variation in pollinator benefits across both plant cultivars and growing regions is not well documented. In this study, across three states in the northern Great Plains, United States, from 2016 to 2017, we evaluated the pollinator-mediated yield increases for 10 varieties of confection sunflowers, Helianthus annuus L. (Asterales: Asteraceae), a plant that is naturally pollinator-dependent but was bred for self-fertility. We additionally measured pollinator visitation rates and compared per-visit seed set across pollinator taxa in order to determine the most efficacious sunflower pollinators. Across all locations and hybrids, insect pollination increased sunflower yields by 45%, which is a regional economic value of over $40 million and a national value of over $56 million. There was, however, some variation in the extent of pollinator benefits across locations and plant genotypes, and such variation was significantly related to pollinator visitation rates, further highlighting the value of pollinators for confection sunflowers. Female Andrena helianthi Robertson (Hymenoptera: Andrenidae) and Melissodes spp. (Hymenoptera: Apidae) were the most common and effective pollinators, while other bees including managed honey bees (Hymenoptera: Halictidae), Apis mellifera L. (Hymenoptera: Apidae), small-bodied sweat bees (Hymenoptera: Halictidae), bumble bees Bombus spp. (Hymenoptera: Apidae), and male bees were either infrequent or less effective on a per-visit basis. Our results illustrate that wild bees, in particular the sunflower specialists A. helianthi and Melissodes spp., provide significant economic benefits to confection sunflower production.	[Mallinger, Rachel E.; Prasifka, Jarrad R.] USDA ARS, Red River Valley Agr Res Ctr, 1605 Albrecht Blvd North, Fargo, ND 58102 USA; [Bradshaw, Jeff] Univ Nebraska Lincoln, Panhandle Res & Extens Ctr, 4502 Ave 1, Scottsbluff, NE 69361 USA; [Varenhorst, Adam J.] South Dakota State Univ, Dept Agron Hort & Plant Sci, SAG 220, Brookings, SD 57007 USA; [Mallinger, Rachel E.] Univ Florida, Dept Entomol & Nematol, 1881 Nat Areas Dr, Gainesville, FL 32608 USA		Mallinger, RE (corresponding author), USDA ARS, Red River Valley Agr Res Ctr, 1605 Albrecht Blvd North, Fargo, ND 58102 USA.; Mallinger, RE (corresponding author), Univ Florida, Dept Entomol & Nematol, 1881 Nat Areas Dr, Gainesville, FL 32608 USA.	rachel.mallinger@ufl.edu			National Sunflower Association	The authors would like to thank Jamie Miller-Dunbar, Jonathon Tetlie, Zoe Portlas, Lisa Brown, Philip Rozeboom, Susan Harvey, and Rick Patrick for help with data collection and processing. This work was funded in part by the National Sunflower Association. R.E.M. and J.R.P. conceived this research and designed the study; all authors participated in conducting the experiments and collecting data; R.E.M. wrote the initial manuscript draft; and all authors participated in revisions and approved the final manuscript.		63	13	13	6	21	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	0022-0493	1938-291X		J ECON ENTOMOL	J. Econ. Entomol.	FEB	2019	112	1					40	48		10.1093/jee/toy322			9	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	HQ6UB	WOS:000462552400006	30346534	Green Submitted, hybrid			2022-03-29	
J	Birt, AG; Chen, SHV; Baum, KA; Tchakerian, MD; Coulson, RN				Birt, Andrew G.; Chen, Szu-Hung V.; Baum, Kristen A.; Tchakerian, Maria D.; Coulson, Robert N.			The influence of nest site selection on the population dynamics of Africanized honey bees in an urban landscape	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA			English	Article						Apis mellifera; invasive species; matrix model; nest cavity; population model; water meter box; Hymenoptera; Apidae	APIS-MELLIFERA-SCUTELLATA; EUROPEAN HONEYBEES; HYMENOPTERA APIDAE; MITOCHONDRIAL-DNA; UNITED-STATES; COSTA-RICA; COLONIES; SWARMS; TEXAS; MOVEMENT	Urban landscapes provide habitat for many species, including domesticated and feral honey bees, Apis mellifera L. (Hymenoptera: Apidae). With recent losses of managed honey bee colonies, there is increasing interest in feral honey bee colonies and their potential contribution to pollination services in agricultural, natural, and urban settings. However, in some regions the feral honey bee population consists primarily of Africanized honey bees. Africanized honey bees (AHB) are hybrids between European honey bees and the African honey bee, Apis mellifera scutellataLepeletier, and have generated economic, ecological, and human health concerns because of their aggressive behavior. In this study, we used two long-term datasets (7-10years) detailing the spatial and temporal distribution of AHB colonies in Tucson, AZ, USA, where feral colonies occupy a variety of cavities including water meter boxes. A stage-structured matrix model was used to elucidate the implications of nest site selection and the effects of colony terminations on the structure and dynamics of the AHB population. Our results suggest that Tucson's AHB population is driven by a relatively small number of source' colonies that escape termination (ca. 0.165 colonies per km(2) or 125 colonies in total), although immigrating swarms and absconding colonies from the surrounding area may have also contributed to the stability of the Tucson AHB population. Furthermore, the structure of the population has likely been impacted by the number and spatial distribution of water meter boxes across the city. The study provides an example of how urban wildlife populations are driven by interactions among landscape structure, human management, and behavioral traits conferred by an invasive genotype.	[Birt, Andrew G.; Chen, Szu-Hung V.; Tchakerian, Maria D.; Coulson, Robert N.] Texas A&M Univ, Dept Entomol, Knowledge Engn Lab, College Stn, TX 77843 USA; [Baum, Kristen A.] Oklahoma State Univ, Dept Integrat Biol, Stillwater, OK 74078 USA		Baum, KA (corresponding author), Oklahoma State Univ, Dept Integrat Biol, Stillwater, OK 74078 USA.	kristen.baum@okstate.edu		Baum, Kristen/0000-0002-7570-6097	Texas Legislative Initiative: Protection and Management of Honey Bees Pollinators of Agricultural Crops, Orchards, and Natural Landscapes	A. Bunting, J. Yu, and S. Kim provided valuable technical assistance throughout this project. Ms. Bryn Enright (GIS Database Administrator, Tucson Water Department, Tucson, AZ, USA) provided the water meter box database used in this study. We thank two anonymous reviewers for providing feedback that improved the manuscript. Funding for this project was provided by the Texas Legislative Initiative: Protection and Management of Honey Bees Pollinators of Agricultural Crops, Orchards, and Natural Landscapes.		45	0	0	3	52	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0013-8703	1570-7458		ENTOMOL EXP APPL	Entomol. Exp. Appl.	MAR	2017	162	3					315	327		10.1111/eea.12549			13	Entomology	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Entomology	EP6XO	WOS:000397522400007					2022-03-29	
J	Zhu, YC; Dowdy, AK; Baker, JE				Zhu, YC; Dowdy, AK; Baker, JE			Detection of single-base substitution in an esterase gene and its linkage to malathion resistance in the parasitoid Anisopteromalus calandrae (Hymenoptera : Pteromalidae)	PESTICIDE SCIENCE			English	Article						Anisopteromalus calandrae; parasitoid; PCR; DNA; PASA; single-base substitution; insecticide resistance	MOSQUITO CULEX-QUINQUEFASCIATUS; POLYMERASE-CHAIN-REACTION; CONFERRING INSECTICIDE RESISTANCE; INDIANMEAL MOTH LEPIDOPTERA; CARBOXYLESTERASE ACTIVITY; DROSOPHILA-MELANOGASTER; ANOPHELES-STEPHENSI; PCR AMPLIFICATION; LUCILIA-CUPRINA; PYRALIDAE	Anisopteromalus calandrae (Howard) (Hymenoptera: Pteromalidae) is an important parasitoid of stored-grain insect pests. Partial cDNA sequences of an esterase-like enzyme have been obtained from a malathion-pesistant (R) strain and a susceptible (S) strain of this wasp. A single-base substitution in the R strain has been confirmed by using PGR amplification of specific allele (PASA) to amplify genomic DNA extracted from individual resistant and susceptible parents, F-1 hybrids from double reciprocal crosses, and progeny from backcrosses. The R allele appeared to be inherited in a strict Mendelian fashion in both diploid female and haploid male progeny. The esterase fragment co-segregated with resistance in these crosses and backcrosses. Female wasps in a mixed population of A calandrae that survived a malathion screen carried the R allele for the esterase-like enzyme, while those wasps that died did not have the R allele. The single base-pair mutation, guanine in the R strain and thymine in the S strain, presumably results in a tryptophan-to-glycine amino acid substitution in the encoded protein. We do not know how these amino acid substitutions may relate to functional differences in the enzyme. However, this esterase gene or another linked esterase gene may encode the resistance-associated malathion detoxifying activity in the R strain. (C) 1999 Society of Chemical Industry.	ARS, GMPRC, USDA, Manhattan, KS 66502 USA		Baker, JE (corresponding author), ARS, GMPRC, USDA, 1515 Coll Ave, Manhattan, KS 66502 USA.							40	37	40	0	9	JOHN WILEY & SONS LTD	W SUSSEX	BAFFINS LANE CHICHESTER, W SUSSEX PO19 1UD, ENGLAND	0031-613X			PESTIC SCI	Pestic. Sci.	APR	1999	55	4					398	404		10.1002/(SICI)1096-9063(199904)55:4<398::AID-PS925>3.0.CO;2-O			7	Agronomy; Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Agriculture; Entomology	189JW	WOS:000079902200002					2022-03-29	
J	Goubara, M; Takasaki, T				Goubara, M; Takasaki, T			Pollination effects of the sweat bee Lasioglossum villosulum trichopse (Hymenoptera : Halictidae) on genic male-sterile lettuce	APPLIED ENTOMOLOGY AND ZOOLOGY			English	Article						Lactuca sativa; pollinator; genic male-sterile lettuce; Lasioglossum villosulum trichopse; F-1 hybrid seed production	LACTUCA-SATIVA L; SEED PRODUCTION; HYBRIDS; QUALITY	For development of an F-1 hybrid of lettuce cultivars, an efficient pollinator must be found. To evaluate pollination effects of a candidate pollinator, Lasioglossum villosulum trichopse, the foraging behavior and pollination ability of this sweat bee were investigated on the flowers of male-fertile (MF) and genic male-sterile (GMS) lettuce. Females of the sweet bee visited three lettuce cultivars for a short time corresponding to each cultivar's full blooming time and showed unique foraging behavior on the MF lettuce flower. The flower heads thus visited by a single pollen-gathering female sweat bee indicated a seed set as high as that of self-pollinated flower heads on a fine day. On the GMS lettuce, the rate of seed set was significantly lower in the bee-pollinated flower heads than that of hand-pollinated flower heads which bloomed on fine days. The low seed set was considered to be associated with weather conditions during the experimental period. This is the first report of successful F-1 hybrid seed production of lettuce using a pollinator insect.	Tottori Univ, United Grad Sch Agr Sci, Tottori 6808553, Japan; Kobe Univ, Dept Plant Resource Sci, Fac Agr, Kobe, Hyogo 6578501, Japan		Goubara, M (corresponding author), Tottori Univ, United Grad Sch Agr Sci, Tottori 6808553, Japan.	gomasashi@hotmail.com						18	7	10	1	9	SPRINGER JAPAN KK	TOKYO	CHIYODA FIRST BLDG EAST, 3-8-1 NISHI-KANDA, CHIYODA-KU, TOKYO, 101-0065, JAPAN	0003-6862	1347-605X		APPL ENTOMOL ZOOL	Appl. Entomol. Zoolog.	FEB	2004	39	1					163	169		10.1303/aez.2004.163			7	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	811GD	WOS:000220759500020		Bronze			2022-03-29	
J	ZINOVJEV, AG				ZINOVJEV, AG			GEOGRAPHIC-VARIATION OF PONTANIA-ACUTIFOLIAE (HYMENOPTERA, TENTHREDINIDAE) AND POSSIBILITY OF PARALLEL EVOLUTION OF THE GALL-MAKER AND ITS HOST-PLANT	ZOOLOGICHESKY ZHURNAL			Russian	Article								A new subspecies of gall-making sawfly, Pontania acutifoliae daphnoides spp. n., is described from Western Europe. Its populations from the Baltic region are considered to be a separate form. The new subspecies differs from the nominotypical one by longer saw and darker coloration, the form baltica differs by shorter antennae and by more roundish eyes, and populations from the Alps are distinguished by very dark coloration and by antennal hollows with sparser hairs. The populations from Druskininkaj, Pskov, and Yurmala occupy intermediate position and possibly the introgressive hybridization has taken place there. The conspecificity of P. a. acutifoliae and P. a. daphnoides f. baltica has been tested by experimental crossing observations on the insects mating behaviour. The ranges of P acutifoliae subspecies and forms are very similar to those of their host plants: Salix acutifolia, S. daphnoides, and S. d. pomeranica. It seems that the divergence of all these geographic forms of the gall-maker and of their host plants was almost simultaneous. Such kind of the parallel evolution seems to be not very common among gall-making sawflies.			ZINOVJEV, AG (corresponding author), RUSSIAN ACAD SCI,INST ZOOL,ST PETERSBURG,RUSSIA.							14	2	2	0	1	MEZHDUNARODNAYA KNIGA	MOSCOW	39 DIMITROVA UL., 113095 MOSCOW, RUSSIA	0044-5134			ZOOL ZH	Zool. Zhurnal	AUG	1993	72	8					36	50					15	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	LV527	WOS:A1993LV52700005					2022-03-29	
J	Wegrzynowicz, P; Los, A				Wegrzynowicz, Pawel; Los, Aleksandra			Dataset of wing venation measurements for Apis mellifera caucasica, A. mellifera carnica and A. mellifera mellifera (Hymenoptera: Apidae), their hybrids and backcrosses	BIODIVERSITY DATA JOURNAL			English	Article; Data Paper						morphometric analysis; geometric morphometry; honeybee; subspecies	GEOMETRIC MORPHOMETRICS; DISCRIMINATION	Background Wing venation is used as a tool in honeybee (Apis mellifera L., 1758) subspecies identification. The presented dataset concerns nineteen landmarks located at honeybee worker's forewing vein junctions. Landmarks of Apis mellifera caucasica Pollmann, 1889, A. mellifera carnica Pollmann, 1879 and A. mellifera mellifera Linnaeus, 1758, their hybrids and backcrosses were measured. In total, data from 9590 wings were collected. The dataset could be used in geometric morphometric analysis, studies of degree of inheritance of morphological features and, after further development and supplementation with other local subspecies and hybrids, can contribute to in-depth evolutionary research on honeybees. New information Baseline dataset for wing venation of hybrids and backcrosses of A. mellifera carnica, A. mellifera caucasica and A. mellifera mellifera.	[Wegrzynowicz, Pawel; Los, Aleksandra] Res Inst Hort, Skierniewice, Poland; [Los, Aleksandra] Polish Acad Sci, Inst Nat Conservat, Krakow, Poland		Los, A (corresponding author), Res Inst Hort, Skierniewice, Poland.; Los, A (corresponding author), Polish Acad Sci, Inst Nat Conservat, Krakow, Poland.	los-aleksandra@o2.pl	; Wegrzynowicz, Pawel/V-3841-2018	Splitt (Los), Aleksandra/0000-0002-3262-6185; Wegrzynowicz, Pawel/0000-0002-5596-1410				16	0	0	0	0	PENSOFT PUBLISHERS	SOFIA	12 PROF GEORGI ZLATARSKI ST, SOFIA, 1700, BULGARIA	1314-2836	1314-2828		BIODIVERS DATA J	Biodiver. Data J.	AUG 5	2020	8								e53724	10.3897/BDJ.8.e53724			6	Biodiversity Conservation	Science Citation Index Expanded (SCI-EXPANDED)	Biodiversity & Conservation	MU8VX	WOS:000555946200001	32855601	Green Published, gold			2022-03-29	
J	Assefa, Y; Mitchell, A; Conlong, DE; Muirhead, KA				Assefa, Y.; Mitchell, A.; Conlong, D. E.; Muirhead, K. A.			Establishment of cotesia flavipes (Hymenoptera : braconidae) in sugarcane fields of Ethiopia and origin of founding population	JOURNAL OF ECONOMIC ENTOMOLOGY			English	Article						Cotesia flavipes; Chilo partellus; Ethiopia; COI; sugarcane	CHILO-PARTELLUS SWINHOE; STEM-BORERS LEPIDOPTERA; CAMERON HYMENOPTERA; APANTELES-FLAVIPES; HOST SELECTION; SESAMIAE HYMENOPTERA; BIOLOGICAL-CONTROL; SUITABILITY; STEMBORERS; NOCTUIDAE	Cotesia flavipes (Cameron) (Hymenoptera: Braconidae) is used as a classical biological control agent against Chilo partellus (Swinhoe) (Lepidoptera: Crambidae), a serious exotic pest of cereal crops in eastern and southern Africa. This parasitoid has been introduced into several African countries for the control of C. partellus in maize, Zea mays L., and sorghum, Sorghum bicolor (L.), but it has never been released in Ethiopia. It is hypothesized that it spread into Ethiopia from populations released in Kenya and Somalia to become the predominant parasitoid of C. partellus in maize and sorghum fields of the country. In recent surveys conducted in Ethiopia, C. flavipes was recovered from C. partellus in sugarcane, Saccharum L. spp. hybrids, at a site > 2,000 km from the nearest known release sites in Kenya and Somalia. These findings question published hypotheses that estimate the dispersal rate of C. flavipes to be 60 kin per year in Africa, and they suggest that since its release in Africa this parasitoid has developed strains adapted to searching particular host plants infested by particular stem borers. The anomalies between our results and previous reports evoked the hypothesis that C. flavipes in Ethiopian sugarcane might be a different strain. To test this hypothesis, we compared partial COI gene sequences of C. flavipes collected from sugarcane in Ethiopia and those of specimens from other African countries to determine the origin of the Ethiopian population. In addition, COI sequences were obtained for C. flavipes from other continents. The C. flavipes population established in Ethiopian sugarcane is most closely related to the populations released against C. partellus in maize in other parts of Africa, which were derived from the original population imported from Pakistan. The dispersal rate of the parasitoid was estimated to be > 200 km per year.	[Assefa, Y.; Conlong, D. E.] Univ KwaZulu Natal, Sch Biol & Conservat Sci, ZA-3209 Pietermaritzburg, Scottsville, South Africa; [Mitchell, A.] NSW Dept Primary Ind, Wagga Wagga Agr Inst, Wagga Wagga, NSW 2650, Australia; [Conlong, D. E.] S African Sugarcane Res Inst, ZA-4300 Mt Edgecombe, South Africa; [Muirhead, K. A.] Univ Adelaide, Sch Earth & Environm Sci, Ctr Evolutionary Biol & Biodivers, Adelaide, SA 5005, Australia		Conlong, DE (corresponding author), Univ KwaZulu Natal, Sch Biol & Conservat Sci, Private Bag X01, ZA-3209 Pietermaritzburg, Scottsville, South Africa.	des.conlong@sugar.org.za	Mitchell, Andrew/B-7018-2008	Mitchell, Andrew/0000-0001-5022-5898				38	13	13	1	6	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	0022-0493	1938-291X		J ECON ENTOMOL	J. Econ. Entomol.	JUN	2008	101	3					686	691		10.1603/0022-0493(2008)101[686:EOCFHB]2.0.CO;2			6	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	336AR	WOS:000258337200006	18613566				2022-03-29	
